title,price,location,date,model,storage,price_num,normalized_link
iPhone 14Pro 128G,"NT$16,000","Xihu, Changhua",2025-06-26,iPhone 14 Pro,128,16000.0,https://www.facebook.com/marketplace/item/1728541161079567/
iPhone 12 128G,"NT$6,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 12,128,6000.0,https://www.facebook.com/marketplace/item/1201430651612002/
14 pro max 256g黑🔋100%原盒 漂亮無傷,"NT$22,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,22500.0,https://www.facebook.com/marketplace/item/710887998196600/
二手iphone 14 pro 256g白色,"NT$17,500","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro,256,17500.0,https://www.facebook.com/marketplace/item/751377920894815/
iPhone14pro,"$11,000",Unknown,2025-06-26,iPhone 14 Pro,Unknown,11000.0,https://www.facebook.com/marketplace/item/1398462161559437/
IPHONE 14 Pro 128G 銀,"NT$16,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,128,16000.0,https://www.facebook.com/marketplace/item/23878519181838507/
iPhone 14pro 14pro i14,"NT$17,500","Taichung, Taiwan",2025-06-26,Multiple,Unknown,17500.0,https://www.facebook.com/marketplace/item/679951731670359/
iPhone 14promax 256g 黑色 二手機 中古機 台中面交,"NT$21,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,21500.0,https://www.facebook.com/marketplace/item/736972298837252/
iPhone 15Pro 256原色 🉑無卡分期🉑搭配合約,"NT$23,000","Tainan, Taiwan",2025-06-26,iPhone 15 Pro,256,23000.0,https://www.facebook.com/marketplace/item/1891334348318980/
iPhone 14 Pro Max 256G 黑 下殺優惠中📲,"NT$18,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/1400400677863647/
iPhone 14 Plus 128G 白,"$14,500","Taichung, Taiwan",2025-06-26,iPhone 14 Plus,128,14500.0,https://www.facebook.com/marketplace/item/1034302248905563/
iPhone14Pro max 128G 金 🔋100%副,"NT$18,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,128,18000.0,https://www.facebook.com/marketplace/item/1261171981666036/
iPhone 14 Pro 256G 美版,"NT$17,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,256,17500.0,https://www.facebook.com/marketplace/item/1239534551295266/
售 - 全新未拆iPhone 16 pro max 256 / 512,"NT$39,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 16 Pro Max,256,39000.0,https://www.facebook.com/marketplace/item/700674409234944/
台南 iPhone 14Pro 128G 紫色電池100%,"NT$15,300","Tainan, Taiwan",2025-06-26,iPhone 14 Pro,128,15300.0,https://www.facebook.com/marketplace/item/727073949737177/
Apple iPhone 16 128G 拆封開通 少用 二手機 福利機,"NT$24,000","Kaohsiung, Taiwan",2025-06-26,iPhone 16,128,24000.0,https://www.facebook.com/marketplace/item/1413173573360535/
iPhone 14 Pro 256G 紫 台中實體店面,"NT$18,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,256,18500.0,https://www.facebook.com/marketplace/item/1032654815511847/
iPhone 14pro 128g,"NT$16,500","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro,128,16500.0,https://www.facebook.com/marketplace/item/1254947093084434/
iPhone 14Pro 128G 金色✨電池73%🔋,"NT$17,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,128,17000.0,https://www.facebook.com/marketplace/item/1881641445947569/
售iPhone 14 Pro Max 256 GB黑雨,"NT$20,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,20000.0,https://www.facebook.com/marketplace/item/730078839381136/
iPhone 14 Pro,"NT$18,500","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro,Unknown,18500.0,https://www.facebook.com/marketplace/item/9960325674016349/
iPhone 14 Pro Max,"NT$25,800","Keelung, Taiwan",2025-06-26,iPhone 14 Pro Max,Unknown,25800.0,https://www.facebook.com/marketplace/item/3025198391121026/
iphone14 pro max 256G 黑色 外觀使用痕跡 盒裝 台中實體店面,"NT$21,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,21500.0,https://www.facebook.com/marketplace/item/709234108387075/
iPhone14 Pro Max 256G 電池100% 紫色#4979,"NT$22,500","Tainan, Taiwan",2025-06-26,iPhone 14 Pro Max,256,22500.0,https://www.facebook.com/marketplace/item/24226399746945491/
iPhone 14pro 128GB黑/金台中北區實體店面交 二手可折抵,"NT$18,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,128,18500.0,https://www.facebook.com/marketplace/item/1119671253522017/
🍡🍥🍛🫙 售或機換機 iPhone 14 Pro 128 紫 $15500 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$15,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,128,15500.0,https://www.facebook.com/marketplace/item/1219196043227265/
iPhone 14 128G 紫 功能正常 二手 Iphone14 i14 6.1吋 apple 蘋果 螢幕刮傷 台中面交,"NT$10,500","Taichung, Taiwan",2025-06-26,iPhone 14,128,10500.0,https://www.facebook.com/marketplace/item/1188461715826947/
已還iPhone16 出售iPhone14Pro,"NT$12,000","Taichung, Taiwan",2025-06-26,Multiple,Unknown,12000.0,https://www.facebook.com/marketplace/item/1448699446301507/
IPHONE 14Plus 128g紫色,"NT$13,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Plus,128,13500.0,https://www.facebook.com/marketplace/item/1025064572354256/
自售iphone 13 pro 128 松嶺青,"NT$7,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 13 Pro,128,7000.0,https://www.facebook.com/marketplace/item/1078112250875551/
🌟IPhone 14-256G 🔋82% 新竹地區都可以面交🚗,"NT$14,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,256,14000.0,https://www.facebook.com/marketplace/item/728868879515593/
iPhone 14 128G 白色🔋84%,"NT$13,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,128,13500.0,https://www.facebook.com/marketplace/item/730798309314350/
Iphone 14,"NT$13,900","Tainan, Taiwan",2025-06-26,iPhone 14,Unknown,13900.0,https://www.facebook.com/marketplace/item/1429024688416968/
iPhone 14 128G 紫✨雙北桃園到府面交🚗,"NT$13,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,128,13000.0,https://www.facebook.com/marketplace/item/1382692556275680/
Iphone 14 128g 電池83 台南 看說明 5g手機,"NT$8,300","Tainan, Taiwan",2025-06-26,iPhone 14,128,8300.0,https://www.facebook.com/marketplace/item/1018514503775356/
桃園八德實體店面📍IPHONE11Pro 64GB 白色🖤（415）,"NT$5,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 11 Pro,64,5500.0,https://www.facebook.com/marketplace/item/1771587587069357/
iPhone 14ProMax 256G 紫色 電池81%🍎✨女用機保護的很好😻✨,"NT$21,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,256,21000.0,https://www.facebook.com/marketplace/item/1437129260809290/
🌝🪹🪷☘️ 售或機換機 iPhone 14 Pro 128 紫 $15000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$15,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,128,15000.0,https://www.facebook.com/marketplace/item/726014849892524/
出售 iPhone 16 PM 256 金,"NT$35,500","Taichung, Taiwan",2025-06-26,iPhone 16,256,35500.0,https://www.facebook.com/marketplace/item/2304002386663722/
iPhone 14ProMax 128G 🔋83% 紫✨,"NT$19,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,128,19500.0,https://www.facebook.com/marketplace/item/740983431841755/
單機iphone14 ProMax 256GB 金 $21500,"NT$21,500","Tainan, Taiwan",2025-06-26,iPhone 14 Pro Max,256,21500.0,https://www.facebook.com/marketplace/item/1692050448104118/
iPhone 14promax 256g 金色,"NT$1,300","Taichung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,1300.0,https://www.facebook.com/marketplace/item/1143654254188644/
自用 IPhone 14 Pro 256g,"NT$1,300","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,256,1300.0,https://www.facebook.com/marketplace/item/1886819745499827/
賣iphone 13 128g 粉,"NT$7,500","Tainan, Taiwan",2025-06-26,iPhone 13,128,7500.0,https://www.facebook.com/marketplace/item/1586668362022253/
Iphone14 pro Max 512G,"NT$1,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,512,1500.0,https://www.facebook.com/marketplace/item/1417243426389985/
iPhone 14 Pro 256GB 14pro 256GB 白色 一切功能正常,"NT$6,500","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro,256,6500.0,https://www.facebook.com/marketplace/item/1033787718721530/
售iPhone 14 Pro Max 256 GB紫色,"NT$4,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,256,4000.0,https://www.facebook.com/marketplace/item/1691140888186872/
本人換新手機了 便宜出售iPhone 14 Pro 256G 銀白色（外觀極佳，過保）,"NT$3,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,256,3000.0,https://www.facebook.com/marketplace/item/3727648217455884/
Apple iPhone 14 256g 二手機 中古機 無傷,"NT$8,900","Keelung, Taiwan",2025-06-26,iPhone 14,256,8900.0,https://www.facebook.com/marketplace/item/1145758270916845/
14 plus 128,"NT$13,000",New Taipei City,2025-06-26,iPhone 14 Plus,128,13000.0,https://www.facebook.com/marketplace/item/657021417339214/
14 PRO MAX 256,"NT$18,000",New Taipei City,2025-06-26,iPhone 14 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/1122248289657451/
14 128 白,"NT$11,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,128,11500.0,https://www.facebook.com/marketplace/item/1323184538746640/
IPHONE 14 128GB,"NT$12,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,128,12000.0,https://www.facebook.com/marketplace/item/2088029614956033/
iphone14 256g 黑色 電池100%,"NT$13,900","Taichung, Taiwan",2025-06-26,iPhone 14,256,13900.0,https://www.facebook.com/marketplace/item/23885873057673786/
iphone14 128g 黑,"$12,500","Taichung, Taiwan",2025-06-26,iPhone 14,128,12500.0,https://www.facebook.com/marketplace/item/1373409717302590/
iPhone 14 128G 白色 有一個小傷,"NT$11,990","Taichung, Taiwan",2025-06-26,iPhone 14,128,11990.0,https://www.facebook.com/marketplace/item/1082801620359918/
14 pro 128g 紫色,"NT$15,800","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,128,15800.0,https://www.facebook.com/marketplace/item/1230792058584277/
IPHONE 14PRO 256G黑色,"NT$17,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,256,17000.0,https://www.facebook.com/marketplace/item/1471215217172206/
IPhone 14 Pro 256GB,"NT$16,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,256,16500.0,https://www.facebook.com/marketplace/item/596835219479073/
【商品售價】19500 【販售商品】iPhone14 Pro Max ❤️❤️❤️ 【商品顏色】石墨黑❤️❤️❤️ 【手機容量】128G❤️❤️❤️ 【手機外觀】外觀保持非常好，歡迎面交看手機 【手,"$19,500",New Taipei City,2025-06-26,iPhone 14 Pro Max,128,19500.0,https://www.facebook.com/marketplace/item/498351823349047/
iPhone 14 128G,"$12,000",New Taipei City,2025-06-26,iPhone 14,128,12000.0,https://www.facebook.com/marketplace/item/1119361896616699/
I phone 14pro 256g 白色,"NT$17,500",Pingtung,2025-06-26,iPhone 14 Pro,256,17500.0,https://www.facebook.com/marketplace/item/1382752149601744/
售iphone14 pro max 256g 黑色,"$21,500","Hsinchu, Taiwan",2025-06-26,iPhone 14 Pro Max,256,21500.0,https://www.facebook.com/marketplace/item/1047355334194683/
iPhone 14 256G 黑 82%,"NT$14,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,256,14000.0,https://www.facebook.com/marketplace/item/752222197131616/
優惠款🌟iPhone 14Pro 128G 紫色 更換副廠螢幕（有120Hz) 電池🔋82% 無盒,"NT$14,000","Hsinchu, Taiwan",2025-06-26,iPhone 14 Pro,128,14000.0,https://www.facebook.com/marketplace/item/1428690551492406/
iphone14 256g 電池100% 黑色,"$13,900","Taichung, Taiwan",2025-06-26,iPhone 14,256,13900.0,https://www.facebook.com/marketplace/item/722870133659969/
iPhone 15 128GB 電池87% 外觀漂亮 無傷‼️ 台中 彰化 雲林 嘉義 南投皆可面交🚚,"NT$17,000","Yüanlin, T'Ai-Wan, Taiwan",2025-06-26,iPhone 15,128,17000.0,https://www.facebook.com/marketplace/item/688234984119339/
中古 iphone 14 128G 藍,"$13,000","Kaohsiung, Taiwan",2025-06-26,iPhone 14,128,13000.0,https://www.facebook.com/marketplace/item/23974963122154525/
IPHONE 14PRO MAX 128G紫色,"NT$16,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,128,16000.0,https://www.facebook.com/marketplace/item/2769732450082278/
【艾爾巴二手】IPHONE 13 128G A2633 6.1吋 藍#二手機#中壢店 00GTX,"NT$7,700","Taoyuan District, Taoyuan",2025-06-26,iPhone 13,128,7700.0,https://www.facebook.com/marketplace/item/1421905489260998/
iPhone 14 Pro 128g,"$15,800",Chiayi,2025-06-26,iPhone 14 Pro,128,15800.0,https://www.facebook.com/marketplace/item/1274490960938773/
14 pro 512G 黑,"NT$18,500","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro,512,18500.0,https://www.facebook.com/marketplace/item/1096970642486175/
iPhone 14 Pro 256G 黑色,"NT$17,000",Xinpu,2025-06-26,iPhone 14 Pro,256,17000.0,https://www.facebook.com/marketplace/item/1101590208458289/
iPhone 14 Pro 512G,"$18,500",Hualian City,2025-06-26,iPhone 14 Pro,512,18500.0,https://www.facebook.com/marketplace/item/681302088130736/
售iPhone 14pro 128GB黑色（外觀漂亮）,"NT$14,999","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,128,14999.0,https://www.facebook.com/marketplace/item/720928000634394/
iphone 14pro 256g 紫色,"NT$18,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,256,18000.0,https://www.facebook.com/marketplace/item/4178827025727159/
中古 iphone 14 128G 黑色,"$13,000","Kaohsiung, Taiwan",2025-06-26,iPhone 14,128,13000.0,https://www.facebook.com/marketplace/item/3983052275242928/
IPHONE 14 Pro 256G 紫,"NT$18,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,256,18500.0,https://www.facebook.com/marketplace/item/1235469664696020/
iphone 14promax 128g,"NT$19,600","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,128,19600.0,https://www.facebook.com/marketplace/item/735790875858532/
IPhone14Pro 256G 紫,"NT$19,500","Tainan, Taiwan",2025-06-26,iPhone 14 Pro,256,19500.0,https://www.facebook.com/marketplace/item/705191378880384/
售 iPhone 14 Pro 256G 紫色,"NT$18,000","Tainan, Taiwan",2025-06-26,iPhone 14 Pro,256,18000.0,https://www.facebook.com/marketplace/item/1221862662673520/
Iphone 14 pro max 256,"$21,000",Donggang,2025-06-26,iPhone 14 Pro Max,256,21000.0,https://www.facebook.com/marketplace/item/1275656090804520/
iPhone 14 pro max 256G 紫九成新正常使用痕跡完美者勿擾,"NT$18,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,18500.0,https://www.facebook.com/marketplace/item/1014818593750069/
iPhone 14 128GB 多機任選 $12000,"NT$12,000",New Taipei City,2025-06-26,iPhone 14,128,12000.0,https://www.facebook.com/marketplace/item/1218694269480381/
iPhone 16 Pro 256G 無傷 保固2025/11/24 台中市西屯區面交,"NT$31,500","Taichung, Taiwan",2025-06-26,iPhone 16 Pro,256,31500.0,https://www.facebook.com/marketplace/item/24120916014199437/
桃園八德實體店面📍IPHONE14、15、16系列🖤,"NT$6,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,Unknown,6000.0,https://www.facebook.com/marketplace/item/4190116864579394/
iPhone14Pro 128G 紫 🔋100% 有盒,"NT$16,500",New Taipei City,2025-06-26,iPhone 14 Pro,128,16500.0,https://www.facebook.com/marketplace/item/2127458044428038/
IPHONE 13PRO MAX 256G藍色,"NT$14,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 13 Pro Max,256,14000.0,https://www.facebook.com/marketplace/item/9855557244512959/
IPHONE 13PRO 128G 金色,"NT$10,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 13 Pro,128,10000.0,https://www.facebook.com/marketplace/item/897973152518941/
iPhone 14Pro 128G 雙北桃園到府面交🚗,"NT$16,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,128,16000.0,https://www.facebook.com/marketplace/item/589890893717425/
IPHONE 14 256G(藍色）,"NT$14,990","Taichung, Taiwan",2025-06-26,iPhone 14,256,14990.0,https://www.facebook.com/marketplace/item/686251851121174/
🛵🚃🛴🚞 售或機換機 iPhone 14 Plus 128 藍 $13000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$13,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Plus,128,13000.0,https://www.facebook.com/marketplace/item/2786590321539568/
iPhone 14 Pro Max 256G 🔋93% 歡迎舊機折抵,"NT$21,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,21500.0,https://www.facebook.com/marketplace/item/735175309450896/
☑️出售☑️二手 iPhone 14Pro 256G 紫色,"NT$18,500","Tainan, Taiwan",2025-06-26,iPhone 14 Pro,256,18500.0,https://www.facebook.com/marketplace/item/1358254228570591/
IPhone 14 Pro Max 128G,"NT$1,300","Tainan, Taiwan",2025-06-26,iPhone 14 Pro Max,128,1300.0,https://www.facebook.com/marketplace/item/4266113450342192/
出售 iPhone 14 128GB 白色,"NT$12,000","Taichung, Taiwan",2025-06-26,iPhone 14,128,12000.0,https://www.facebook.com/marketplace/item/960358119432534/
📨🪩🎀🎈 售或機換機 iPhone 14 Plus 128 藍 $13000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$13,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Plus,128,13000.0,https://www.facebook.com/marketplace/item/581070075059745/
🌯🥚🫓🥖 售或機換機 iPhone 14 Plus 128 藍 $13000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$13,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Plus,128,13000.0,https://www.facebook.com/marketplace/item/706052638689312/
手機 iPhone 14 128 黑 IMEI：16443,"NT$13,000","Taichung, Taiwan",2025-06-26,iPhone 14,128,13000.0,https://www.facebook.com/marketplace/item/748934247598931/
iphone 14 pro max 256G紫色，,"NT$7,800",Nantou City,2025-06-26,iPhone 14 Pro Max,256,7800.0,https://www.facebook.com/marketplace/item/1231536648323836/
iPhone 15 promax 256G 白色 漂亮美機，，,"NT$12,000",Nantou City,2025-06-26,iPhone 15 Pro Max,256,12000.0,https://www.facebook.com/marketplace/item/2737719243088204/
Iphone 15pro 128gb 無傷無修理過，.,"NT$11,000","Taichung, Taiwan",2025-06-26,iPhone 15 Pro,128,11000.0,https://www.facebook.com/marketplace/item/1146421767243353/
iPhone 13 pro 256g 石墨色.低價出,"NT$5,000","Hsinchu, Taiwan",2025-06-26,iPhone 13 Pro,256,5000.0,https://www.facebook.com/marketplace/item/1358076395278250/
忍痛割愛 iPhone 14proMax 256G 便宜出售可以面交,"NT$5,500","Keelung, Taiwan",2025-06-26,iPhone 14 Pro Max,256,5500.0,https://www.facebook.com/marketplace/item/1848384999340138/
白菜價 給錢就賣了 iPhone 13 256g 白色 基本使用痕跡 無碰撞傷 功能都正常，無維修記錄,"NT$6,800","Tainan, Taiwan",2025-06-26,iPhone 13,256,6800.0,https://www.facebook.com/marketplace/item/1401036434412048/
售 iPhone 14 Pro 256G 銀 邊角輕微擦傷,"NT$9,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,256,9000.0,https://www.facebook.com/marketplace/item/23898593716393165/
iPhone 14 Pro 太空灰 256G外觀9.7成新 功能正常,"NT$4,000",Yanpu,2025-06-26,iPhone 14 Pro,256,4000.0,https://www.facebook.com/marketplace/item/991716119716820/
9成新 iPhone XSMAX 256G,"NT$1,100","Taoyuan District, Taoyuan",2025-06-26,iPhone XS,256,1100.0,https://www.facebook.com/marketplace/item/681210938219269/
iPhone 15 plus 128g 粉色 🩷,"NT$17,500","Taipei, Taiwan",2025-06-26,iPhone 15 Plus,128,17500.0,https://www.facebook.com/marketplace/item/1315780709510287/
台北 高雄iPhone 13 Pro 128g 金色,"NT$12,000","Taipei, Taiwan",2025-06-26,iPhone 13 Pro,128,12000.0,https://www.facebook.com/marketplace/item/1210420417356608/
i14 pro 256g白,"$17,500","Tainan, Taiwan",2025-06-26,iPhone 14 Pro,256,17500.0,https://www.facebook.com/marketplace/item/871630548366734/
iPhone 14 128gb 白色,"NT$13,500","Hsinchu, Taiwan",2025-06-26,iPhone 14,128,13500.0,https://www.facebook.com/marketplace/item/1231359047885079/
iPhone14/14 Plus 128G/256G/512G 專賣店展示品9.9新電池健康最高100% 分期免頭款/高價回收舊機折抵/門號搭配優惠,"NT$13,000","Kaohsiung, Taiwan",2025-06-26,iPhone 14,128,13000.0,https://www.facebook.com/marketplace/item/23890657067242841/
Apple iPhone 14plus 128g 藍色 二手機 中古機 台中面交,"NT$14,000","Taichung, Taiwan",2025-06-26,iPhone 14 Plus,128,14000.0,https://www.facebook.com/marketplace/item/1190013185937828/
iPhone 15Plus 256G 黑色 電池99%🍎✨,"NT$21,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 15 Plus,256,21000.0,https://www.facebook.com/marketplace/item/1632516484123573/
iPhone 15Pro 256G 藍色✨電池90%🔋,"NT$24,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 15 Pro,256,24000.0,https://www.facebook.com/marketplace/item/1424719731792708/
二手iPhone 14 Pro Max 128g,"$15,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,128,15000.0,https://www.facebook.com/marketplace/item/1138407584283576/
iPhone 13 Pro 256g,"NT$13,000",Hualian City,2025-06-26,iPhone 13 Pro,256,13000.0,https://www.facebook.com/marketplace/item/1796929200866662/
iPhone 14 Pro 128G 金 電池100%,"NT$15,000","Tainan, Taiwan",2025-06-26,iPhone 14 Pro,128,15000.0,https://www.facebook.com/marketplace/item/2195261217612102/
iPhone 14 Pro Max,"$17,300","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro Max,Unknown,17300.0,https://www.facebook.com/marketplace/item/630250146667212/
售 iPhone 11 iphone 14,"NT$7,000","Taoyuan District, Taoyuan",2025-06-26,Multiple,Unknown,7000.0,https://www.facebook.com/marketplace/item/1351332736101540/
iPhone 13pro 256G 天峰藍,"NT$14,000","Kaohsiung, Taiwan",2025-06-26,iPhone 13 Pro,256,14000.0,https://www.facebook.com/marketplace/item/1645626556155290/
I phone 14promax 128g 紫色,"NT$19,500",Pingtung,2025-06-26,iPhone 14 Pro Max,128,19500.0,https://www.facebook.com/marketplace/item/2411765742533268/
售：iPhone 14 128G 藍色,"NT$13,500","Tainan, Taiwan",2025-06-26,iPhone 14,128,13500.0,https://www.facebook.com/marketplace/item/1878926982907178/
iPhone 14 Pro Max 256g黑,"NT$22,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,256,22000.0,https://www.facebook.com/marketplace/item/1037012588583832/
iPhone 14 Pro 256g 紫色,"NT$18,000","Tainan, Taiwan",2025-06-26,iPhone 14 Pro,256,18000.0,https://www.facebook.com/marketplace/item/1213661207157711/
Iphone12pro,"NT$9,000",New Taipei City,2025-06-25,iPhone 12 Pro,Unknown,9000.0,https://www.facebook.com/marketplace/item/1713010096291547/
iPhone 12 128G,"NT$6,500",New Taipei City,2025-06-25,iPhone 12,128,6500.0,https://www.facebook.com/marketplace/item/1645081042868078/
iPhone 12 mini 64g 盒裝,"NT$5,100",New Taipei City,2025-06-25,iPhone 12 mini,64,5100.0,https://www.facebook.com/marketplace/item/726345706708828/
售 9.9成新 iPhone 15 pro 256g 原汰色,"NT$25,500",New Taipei City,2025-06-25,iPhone 15 Pro,256,25500.0,https://www.facebook.com/marketplace/item/1256767112656419/
IPHONE XS 256G,"NT$3,500",New Taipei City,2025-06-25,iPhone XS,256,3500.0,https://www.facebook.com/marketplace/item/2270378703416017/
iphone 12 Pro 256G,"NT$7,900",New Taipei City,2025-06-25,iPhone 12 Pro,256,7900.0,https://www.facebook.com/marketplace/item/710362901846866/
新北 自售備用機-iPhone 11 256g 白 100%,"NT$5,800",New Taipei City,2025-06-25,iPhone 11,256,5800.0,https://www.facebook.com/marketplace/item/1190578849484349/
iphone11 pro 256g,"NT$7,000",New Taipei City,2025-06-25,iPhone 11 Pro,256,7000.0,https://www.facebook.com/marketplace/item/1016835473919599/
iphone se3 128g 電磁100%原廠保固中,"NT$7,000","Taipei, Taiwan",2025-06-25,iPhone SE,128,7000.0,https://www.facebook.com/marketplace/item/3978209389157259/
iPhone 12 128G,"$7,300",New Taipei City,2025-06-25,iPhone 12,128,7300.0,https://www.facebook.com/marketplace/item/2119701845196215/
iPhone 13Pro 13 pro 128g,"NT$10,000",New Taipei City,2025-06-25,iPhone 13 Pro,128,10000.0,https://www.facebook.com/marketplace/item/661279800276040/
iPhone 12 128g 白色,"NT$6,800",New Taipei City,2025-06-25,iPhone 12,128,6800.0,https://www.facebook.com/marketplace/item/1731969307450338/
iPhone 15 Pro 256GB 15Pro 256GB,"NT$24,000","Taipei, Taiwan",2025-06-25,iPhone 15 Pro,256,24000.0,https://www.facebook.com/marketplace/item/897043352615048/
Iphone13 pro max 256G,"NT$12,800",New Taipei City,2025-06-25,iPhone 13 Pro Max,256,12800.0,https://www.facebook.com/marketplace/item/1937003707133003/
iPhone 12 128g背破 無臉 板橋,"NT$3,000",New Taipei City,2025-06-25,iPhone 12,128,3000.0,https://www.facebook.com/marketplace/item/1385871305967757/
iphone 16 128g 黑色,"NT$22,500","Taipei, Taiwan",2025-06-25,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1063526711832215/
iPhone 13 128G,"NT$9,500",New Taipei City,2025-06-25,iPhone 13,128,9500.0,https://www.facebook.com/marketplace/item/1406532433817222/
iPhone 12 白色 64GB,"NT$5,500",New Taipei City,2025-06-25,iPhone 12,64,5500.0,https://www.facebook.com/marketplace/item/621258787653581/
99%幾近全新 台灣 Apple 蘋果原廠iPhone 13 Pro 256GB 同序號盒裝完整 「台北市」,"NT$17,500","Taipei, Taiwan",2025-06-25,iPhone 13 Pro,256,17500.0,https://www.facebook.com/marketplace/item/1411866336486460/
iphone13 pro max 256G,"NT$16,000",New Taipei City,2025-06-25,iPhone 13 Pro Max,256,16000.0,https://www.facebook.com/marketplace/item/2105755473237013/
iPhone 13 Pro 128g,"NT$11,500","Taipei, Taiwan",2025-06-25,iPhone 13 Pro,128,11500.0,https://www.facebook.com/marketplace/item/1184341936573406/
iPhone 12 Pro Max 256GB,"NT$12,000",New Taipei City,2025-06-25,iPhone 12 Pro Max,256,12000.0,https://www.facebook.com/marketplace/item/528080500299052/
👍功能全正常👍 Iphone11 pro max 256g，IPHONE 11 PRO MAX256G，iphone11 pro max256g太空灰，IPHONE11太空灰，蘋果二手手機,"NT$7,800","Taipei, Taiwan",2025-06-25,Multiple,256,7800.0,https://www.facebook.com/marketplace/item/1648441692530278/
iPhone 12Promax 黑/256g/電池健康度84% 全機功能都正常 全機原廠件,"NT$12,900",New Taipei City,2025-06-25,iPhone 12 Pro Max,256,12900.0,https://www.facebook.com/marketplace/item/990516633158223/
